longitude,latitude,main_street,cross_street,route_number,milepoint,owner,type
-85.6129958792423,38.352282724464,HUNTING CREEK,U S HIGHWAY 42,US-42,11.05,KYTC,1
-85.6394382458322,38.2571251331076,HUBBARDS,LEDYARD,,,METRO,1
-85.5315047914737,38.2486418540988,EVERGREEN,SHELBYVILLE,US-60,10.39,KYTC,1
-85.6593123120675,38.2380565964632,CANNONS,WINCHESTER,KY-2048,1.45,KYTC,1
-85.6285909325742,38.2181548583249,BRECKENRIDGE,HIKES,KY-1932,2.695,KYTC,1
-85.6265674802229,38.2086878724167,BRECKENRIDGE,SUDBURY,KY-1932,1.99,KYTC,1
-85.6666711303965,38.205642336104,BARDSTOWN,HEATHER,US-31E,11.563,KYTC,1
-85.6599997920989,38.1990449618004,BARDSTOWN,HIKES,KY-2251,1.0,KYTC,1
-85.5390187737036,38.214602433933,BLANKENBAKER,COMMONWEALTH,KY-913,2.11,KYTC,1
-85.5926822388638,38.3004414779663,BROWNSBORO,GOOSE CREEK,KY-22,2.33,KYTC,1
-85.619499251243,38.2195404526809,MCMAHAN,TAYLORSVILLE,KY-155,12.987,KYTC,1
-85.616111987281,38.2193867373212,HOUSTON,TAYLORSVILLE,,,METRO,1
-85.6669339132404,38.2496222579532,CANNONS,LEXINGTON,US-60,9.968,KYTC,1
-85.5768699450828,38.2035824069716,MERIONETH,TAYLORSVILLE,KY-155,10.26,KYTC,1
-85.6225622068987,38.3215370896525,U S HIGHWAY 42,WOLF PEN BRANCH,US-42,8.8,KYTC,1
-85.639823817067,38.230978404061,DUTCHMANS PKY,DUTCHMANS LN,,,METRO,1
-85.5841421366253,38.2189148611048,BUNSEN,HURSTBOURNE,KY-1747,11.46,KYTC,1
-85.5439759507159,38.2359084468086,FINCHLEY,BLANKENBAKER,KY-913,3.63,KYTC,1
-85.5783423817514,38.2246364878386,HURSTBOURNE,I 64 RAMP,KY-1747,12.0,KYTC,1
-85.5800014479279,38.3090841358571,SPRINGDALE,PARK PLAZA,,,METRO,1
-85.6378990914157,38.1872153970998,BARDSTOWN,FEGENBUSH,US-31E,9.44,KYTC,1
-85.6531701709918,38.1781917429216,PROGRESS,BUECHEL BANK,,,METRO,1
-85.6599193588886,38.1486146651726,SHEPHERDSVILLE,WHISPERING HILLS,KY-2052,0.69,KYTC,1
-85.6156588181044,38.1385876922463,FEGENBUSH,WATTERSON,KY-1065,10.09,KYTC,1
-85.6694673955042,38.1377805802206,JUDGE,OUTER,KY-1065,7.0,KYTC,1
-85.6691694396026,38.0928339129717,MUD,PRESTON,KY-61,0.65,KYTC,1
-85.6653385753859,38.1846238150615,INDIAN,NEWBURG,KY-1703,0.5,KYTC,1
-85.8160940796532,38.2626419256995,41ST,MARKET,,,METRO,1
-85.7939495217827,38.2579405296557,JEFFERSON,26TH,,,METRO,1
-85.7768627121342,38.2560288021223,JEFFERSON,16TH,,,METRO,1
-85.7914925689938,38.2549014883748,24TH,MUHAMMAD ALI,,,METRO,1
-85.787673937697,38.252247662442,CHESTNUT,22ND,US-31W,19.95,KYTC,1
-85.7862502062442,38.2507594897568,MAGAZINE,DR W J HODGE,US-31W,19.76,KYTC,1
-85.7188736644792,38.2515777430356,PAYNE,SPRING,,,METRO,1
-85.794883151354,38.2494550512548,BROADWAY,26TH,,,METRO,1
-85.7865291879993,38.2491716684047,BROADWAY,DR W J HODGE,US 150,0.825,KYTC,1
-85.7587054572427,38.2442478194795,4TH,LIBRARY,,,METRO,1
-85.7570641164055,38.2440465564859,LIBRARY,3RD,KY-1020,11.968,KYTC,1
-85.7995700509453,38.2422770450558,GREENWOOD,28TH,,,METRO,1
-85.7896123942796,38.241212529479,GREENWOOD,22ND,US-31W,19.19,KYTC,1
-85.7776067762813,38.2413550958238,15TH,KENTUCKY,,,METRO,1
-85.8069500182492,38.2387041691512,32ND,VIRGINIA,,,METRO,1
-85.7903938951142,38.2348985624692,22ND,WILSON,US-31W,18.598,KYTC,1
-85.7474909253191,38.2342029512108,JACKSON,OAK,KY-61,11.524,KYTC,1
-85.7480774502087,38.2307964456176,JACKSON,ORMSBY,KY-61,11.292,KYTC,1
-85.7564101170496,38.2285908288619,1ST,MAGNOLIA,,,METRO,1
-85.761913015243,38.2260045265687,4TH,HILL,,,METRO,1
-85.7558072919444,38.2226877048879,BROOK,1ST,,,METRO,1
-85.7375096525811,38.2217294990993,BURNETT,TEXAS,,,METRO,1
-85.784812210198,38.2128735410472,7TH STREET,WATHEN,KY-1931,9.88,KYTC,1
-85.7209553793764,38.2119815337923,HESS,POPLAR LEVEL,KY-864,12.716,KYTC,1
-85.7129596262073,38.2053976266101,BELMAR,POPLAR LEVEL,KY-864,12.071,KYTC,1
-85.5123132510181,38.2894652807025,CHAMBERLAIN,FACTORY,KY-146,7.55,KYTC,1
-85.6729759980753,38.2948693798332,BLANKENBAKER,RIVER,,,METRO,1
-85.6450741337721,38.2520732114618,SHELBYVILLE,THIERMAN,US-60,4.12,KYTC,1
-85.5787725867187,38.2586992907375,TAMARISK,HURSTBOURNE,KY-1747,14.39,KYTC,1
-85.6236201130533,38.2502716362532,SHELBYVILLE,TEN PIN,US-60,5.3,KYTC,1
-85.6133297541066,38.2494070562408,NORWOOD,OXMOOR,US-60,5.86,KYTC,1
-85.6224023995426,38.2025785461094,BRECKENRIDGE,MANNER DALE,KY-1932,1.5,KYTC,1
-85.5325692296081,38.3020410765941,MURPHY,WESTPORT,KY-1447,7.56,KYTC,1
-85.6156531780486,38.2702136277234,HERR,WESTPORT,KY-1447,2.67,KYTC,1
-85.6349407602314,38.2145656031552,HIKES,ROSS,,,METRO,1
-85.6374700811969,38.2399337331642,BROWNS,KRESGE,,,METRO,1
-85.5591636628168,38.2081693054308,PLANTSIDE,WATTERSON,KY-1819,10.8,KYTC,1
-85.56803746804,38.2646420126172,ORMSBY STATION,HURSTBOURNE,KY-1747,15.13,KYTC,1
-85.5770154915801,38.2339489950339,TIMBERWOOD,HURSTBOURNE,KY-1747,12.64,KYTC,1
-85.5732877229861,38.2461306014145,WILDWOOD,SHELBYVILLE,US-60,8.06,KYTC,1
-85.5642782395955,38.2709256343894,LA GRANGE,HURSTBOURNE RAMP,KY-146,3.59,KYTC,1
-85.5890400071819,38.2809165045325,HERMITAGE,WESTPORT,KY-1447,4.2,KYTC,1
-85.6174808780598,38.3424371467185,FOX HARBOR,U S HIGHWAY 42,US-42,10.33,KYTC,1
-85.6632619594936,38.1968939093517,HIKES,CHAMPIONS TRACE,KY-2052,4.07,KYTC,1
-85.6526658866415,38.1950549297469,BARDSTOWN,SIX MILE,KY-2251,0.5,KYTC,1
-85.6652576817014,38.1379559356949,OUTER,ROBBS,KY-1065,7.23,KYTC,1
-85.6703062534132,38.1038316670321,COOPER CHAPEL,PRESTON CROSSING,,,METRO,1
-85.5617079521574,38.1906221030928,TAYLORSVILLE,RUCKRIEGEL,KY-155,9.02,KYTC,1
-85.596022423279,38.1837624827986,WATTERSON,STONY BROOK,,,METRO,1
-85.6676847240675,38.0875049823836,ANTLE,PRESTON,KY-61,0.27,KYTC,1
-85.7747401646545,38.2586364115084,W MAIN ST,N 15TH ST,US 31W,20.934,KYTC,1
-85.7801951669807,38.2564060737393,18TH,JEFFERSON,,,METRO,1
-85.7972268724222,38.25553886903,28TH,MUHAMMAD ALI,,,METRO,1
-85.7856336222535,38.2542529359959,DR W J HODGE,MUHAMMAD ALI,US-31W,20.1,KYTC,1
-85.797607857086,38.2533545587205,CHESTNUT,28TH,,,METRO,1
-85.7756989101874,38.2531458908287,15TH,MUHAMMAD ALI,,,METRO,1
-85.8011499447325,38.2524175657581,MAGAZINE,30TH,,,METRO,1
-85.776083104993,38.2509599001006,CHESTNUT,15TH,,,METRO,1
-85.8151182816856,38.2501358750212,BROADWAY,38TH,,,METRO,1
-85.77655266609,38.2482592176583,BROADWAY,15TH,US 150,1.373,KYTC,1
-85.7716316430918,38.2475686987046,BROADWAY,12TH,US 150,1.649,KYTC,1
-85.7869013670479,38.247051364774,MAPLE,DR W J HODGE,US-31W,19.5,KYTC,1
-85.7990917114389,38.2449733154004,GARLAND,28TH,,,METRO,1
-85.7603761817221,38.24439632667,5TH,YORK,,,METRO,1
-85.7591180437048,38.2418975973469,BRECKINRIDGE,4TH,,,METRO,1
-85.7963472185173,38.236943781233,DUMESNIL,26TH,,,METRO,1
-85.7549406319616,38.236902793772,1ST,ST CATHERINE,,,METRO,1
-85.74729750028,38.2353345345962,JACKSON,ST CATHERINE,KY-61,11.616,KYTC,1
-85.7048424168522,38.2307913296671,BARDSTOWN,BONNYCASTLE,US-31E,14.383,KYTC,1
-85.7928536947276,38.2288840936344,HILL,22ND,US-31W,18.16,KYTC,1
-85.7020777656014,38.2291066963528,BARDSTOWN,MARYLAND,US-31E,14.192,KYTC,1
-85.7751709794537,38.2274273911153,HILL,12TH,,,METRO,1
-85.7567198286293,38.2267785161654,W BURNETT AVE,S 1ST ST,,,METRO,1
-85.7951035234378,38.2233491800709,ALGONQUIN,22ND,US-31W,17.734,KYTC,1
-85.8124564764548,38.2210920620498,BELLS,CANE RUN,KY-1934,11.21,KYTC,1
-85.728866884499,38.2199130687925,CLARKS,POPLAR LEVEL,KY-864,13.415,KYTC,1
-85.7640397867727,38.2138714117483,4TH,INDUSTRY,,,METRO,1
-85.7512556030796,38.2115773151175,CRITTENDEN,EASTERN,US-60,4.038,KYTC,1
-85.7629850829311,38.2101529182224,3RD,WINKLER,US-60,3.157,KYTC,1
-85.765342818964,38.2064156515394,4TH,HEYWOOD,,,METRO,1
-85.7624530287898,38.1995159258909,GARRETT,TULANE,,,METRO,1
-85.7827522105615,38.1985913569749,LONGFIELD,TAYLOR,US-60,1.62,KYTC,1
-85.5105894846762,38.2454078997078,DATA VAULT,ENGLISH STATION,,,METRO,1
-85.5047078701445,38.2421080105623,SHELBYVILLE,I 265 RAMP,US-60,11.97,KYTC,1
-85.444207237842,38.2358765986037,FLAT ROCK,SHELBYVILLE,US 60,15.426,KYTC,1
-85.6575797307328,38.2346899499096,CANNONS,I 64 RAMP,KY-2048,10.53,KYTC,1
-85.6203396415981,38.3383445070398,U S HIGHWAY 42,TIMBER RIDGE,US-42,10.02,KYTC,1
-85.6119519375559,38.2542341453856,NEW LA GRANGE,WASHBURN,KY-146,0.45,KYTC,1
-85.6658588661835,38.2658223287555,BROWNSBORO,CHENOWETH,US-42,3.89,KYTC,1
-85.6735162354859,38.2140735812852,BARDSTOWN,BRIGHTON,US-31E,12.253,KYTC,1
-85.6706585763567,38.2105212000464,BARDSTOWN,I 264 RAMP,I-264,15.674,KYTC,1
-85.668997455028,38.208429810815,BARDSTOWN,GOLDSMITH,US-31E,11.773,KYTC,1
-85.6610308021941,38.1983731214427,BUECHEL,HIKES,US-31E,10.97,KYTC,1
-85.6142796565529,38.2710214828158,LYNDON,WESTPORT,KY-1447,3.0,KYTC,1
-85.579183116568,38.2514429527648,HURSTBOURNE PKY,HURSTBOURNE TRCE,KY-1747,13.87,KYTC,1
-85.5988587362267,38.2481825389976,LYNDON,SHELBYVILLE,US-60,6.66,KYTC,1
-85.6393859041267,38.2119724261253,FURMAN,HIKES,,,METRO,1
-85.5388390694672,38.210333772461,PLANTSIDE,BLANKENBAKER,KY-913,1.81,KYTC,1
-85.6173469468564,38.2497566770362,SHELBYVILLE,I 264 RAMP,US-60,5.64,KYTC,1
-85.6252290182763,38.2504214768488,SHELBYVILLE,SHERBURN,US-60,5.21,KYTC,1
-85.5597961539037,38.2027936401488,ELECTRON,WATTERSON,KY-1819,10.43,KYTC,1
-85.5869891850193,38.2175644066203,S HURSTBOURNE PKY,HURSTBOURNE,KY-1747,11.29,KYTC,1
-85.5728933823251,38.3090118662037,BROWNSBORO,I 265 RAMP,KY-22,3.66,KYTC,1
-85.6477067485615,38.1907331696683,BUECHEL BANK,BUECHEL,US-31E,10.04,KYTC,1
-85.6593823830485,38.1787821690888,BUECHEL BANK,SHEPHERDSVILLE,KY-1703,0.0,KYTC,1
-85.6599756245171,38.1600376936613,POPLAR LEVEL,SHEPHERDSVILLE,KY-864,7.42,KYTC,1
-85.6037354686152,38.1958867782985,HURSTBOURNE,AMBROSSE,KY-1747,9.39,KYTC,1
-85.6725969626033,38.1035119733648,COOPER CHAPEL,PRESTON,KY-61,1.4,KYTC,1
-85.6044304932903,38.1711374953043,STONY BROOK,HURSTBOURNE,KY-1747,7.64,KYTC,1
-85.568494047621,38.1923347883736,BILLTOWN,MAPLE,,,JEFFERSONTOWN,1
-85.565290368502,38.18843704826,GAUDET,RUCKRIEGEL,KY-1819,9.12,KYTC,1
-85.8075395449995,38.2544642484307,34TH,RIVER PARK,,,METRO,1
-85.6857690533914,38.2606039787168,BROWNSBORO,HILLCREST,US-42,2.747,KYTC,1
-85.8005357457497,38.255908321264,30TH,MUHAMMAD ALI,,,METRO,1
-85.7815071273592,38.2489411960884,BROADWAY,18TH,US 150,1.07,KYTC,1
-85.7716044206164,38.2482432901312,12TH STREET CONNECTOR,ESQUIRE,,,METRO,1
-85.7874572913015,38.2439414020776,GARLAND,DR W J HODGE,US-31W,19.285,KYTC,1
-85.7962333241861,38.2377684361695,OAK,26TH,,,METRO,1
-85.7619919881367,38.2351731581828,GARVIN,OAK,,,METRO,1
-85.7412402641562,38.2347024569607,MARY,ST CATHERINE,KY-864,14.794,KYTC,1
-85.7414711000562,38.2333958406402,OAK,SHELBY,KY-864,14.7,KYTC,1
-85.7580554982957,38.2287728199784,MAGNOLIA,2ND,KY-1020,10.913,KYTC,1
-85.7547321628998,38.2284742893224,BROOK,MAGNOLIA,,,METRO,1
-85.7586008323775,38.2256510353154,HILL,2ND,KY-1020,10.694,KYTC,1
-85.733329458601,38.2259492735671,GOSS,TEXAS,KY-864,13.933,KYTC,1
-85.8001781350857,38.2237161827927,ALGONQUIN,CYPRESS,KY-2054,1.22,KYTC,1
-85.7266912200724,38.217605510463,POPLAR LEVEL,THRUSTON,KY-864,13.2,KYTC,1
-85.7521082305869,38.214308828017,UNIVERSITY,I 65 RAMP,I-65,0.185,KYTC,1
-85.762298597589,38.2137534879316,EASTERN,3RD,US-60,3.479,KYTC,1
-85.7010023961369,38.21357191924,NEWBURG,TREVILIAN,KY-1703,3.399,KYTC,1
-85.7690909555766,38.2108265538064,ALGONQUIN,WINKLER,US-60,2.78,KYTC,1
-85.7375589795418,38.2069016243661,LOCUST,PRESTON,KY-61,9.476,KYTC,1
-85.7349473788877,38.2028425224018,AUDUBON,PRESTON,KY-61,9.177,KYTC,1
-85.8102712331026,38.2389923248619,LOUIS COLEMAN JR,VIRGINIA,,,METRO,1
-85.6159180661516,38.345459495988,U S HIGHWAY 42,RIVER,US-42,10.55,KYTC,1
-85.6571171892462,38.2530305300675,FRANKFORT,LEXINGTON,US-60,3.46,KYTC,1
-85.6528274319053,38.2705267675682,BROWNSBORO,HUBBARDS,US-42,4.671,KYTC,1
-85.6151532558506,38.2495661536558,NEW LA GRANGE,SHELBYVILLE,US-60,5.77,KYTC,1
-85.6500690432442,38.2052741722934,GOLDSMITH,HIKES,,,METRO,1
-85.6370061928152,38.2301089695574,BRECKENRIDGE,I 264 RAMP,KY-1932,3.73,KYTC,1
-85.5595510159545,38.199316650443,WATTERSON,RUCKRIEGEL,KY-1819,10.16,KYTC,1
-85.5105451886231,38.1885039787132,TAYLORSVILLE,I 265 RAMP,KY-155,6.21,KYTC,1
-85.5519507889038,38.1882887109935,CHENOWETH RUN,TAYLORSVILLE,KY-155,8.46,KYTC,1
-85.6310074790383,38.143396001879,BLAZIER,PEPPERMILL,KY-22 ,0.0,KYTC,1
-85.6134405582193,38.1376493431822,BEULAH CHURCH,FEGENBUSH,KY-1065,4.25,KYTC,1
-85.6212889048964,38.1374329551251,APPLE VALLEY,OUTER,KY-1065,9.66,KYTC,1
-85.5482005911885,38.1874258833458,TAYLORSVILLE,BLANKENBAKER,KY-155,8.244,KYTC,1
-85.57890941815,38.1447932800055,RIDGESIDE,BLACK WILLOW,KY-1447,3.04,KYTC,1
-85.6576383358741,38.1389766864104,OUTER,SHEPHERDSVILLE,KY-1065,7.66,KYTC,1
-85.5689743658221,38.1902019193585,BILLTOWN,RUCKRIEGEL,KY-1819,8.89,KYTC,1
-85.5654614034723,38.1942828967409,TAYLORSVILLE,WATTERSON,KY-155,9.35,KYTC,1
-85.7007934668059,38.2467147538147,GRINSTEAD,I 64 RAMP,I-64,8.071,KYTC,1
-85.8117887404718,38.2614698701574,MARKET,38TH,,,METRO,1
-85.785156311483,38.256964229604,JEFFERSON,DR W J HODGE,US-31W,20.14,KYTC,1
-85.7777446626124,38.2511393494545,CHESTNUT,16TH,,,METRO,1
-85.7882072121325,38.2492247614855,BROADWAY,22ND,US 150,0.0,KYTC,1
-85.7574658571392,38.241716563663,BRECKINRIDGE,3RD,KY-1020,11.978,KYTC,1
-85.7606545547697,38.2391746074252,5TH,KENTUCKY,,,METRO,1
-85.8002990995548,38.2381136128055,28TH,VIRGINIA,,,METRO,1
-85.8016145885347,38.2368758803599,CATALPA,DUMESNIL,,,METRO,1
-85.7432602719618,38.2349166053538,CLAY,ST CATHERINE,,,METRO,1
-85.7434555839323,38.2337891248226,CLAY,OAK,,,METRO,1
-85.7917687664521,38.23155247121,STANDARD,22ND,,,METRO,1
-85.7646824176294,38.2294620302981,MAGNOLIA,6TH,,,METRO,1
-85.7652277441551,38.2263532567013,HILL,6TH,,,METRO,1
-85.735289760298,38.2188924393296,BURNETT,EASTERN,US-60,5.069,KYTC,1
-85.7795928705259,38.2107377256773,CENTRAL,COLORADO,,,METRO,1
-85.7814973231902,38.2021296594755,ARCADE,TAYLOR,US-60,1.89,KYTC,1
-85.6254069020661,38.2647138524409,I 264 RAMP,WESTPORT,KY1447,2.0,KYTC,1
-85.809529227401,38.2431546263237,LOUIS COLEMAN JR,GREENWOOD,,,METRO,1
-85.6269186963035,38.2505774766565,STONEHENGE,SHELBYVILLE,US-60,5.12,KYTC,1
-85.6135113117015,38.2481754833912,OXMOOR,SHELBYVILLE,,,METRO,1
-85.7319075393266,38.2251318887285,GOSS,PARKWAY GARDENS,KY-864,13.837,KYTC,1
-85.754675851777,38.2171034722653,BRANDEIS,FLOYD,,,METRO,3
-85.7015519239771,38.2455458550683,GRINSTEAD,LEXINGTON,US-60,8.009,KYTC,1
-85.7340106486328,38.2527566487894,MARKET,WENZEL,US 31W,16.715,KYTC,1
-85.7331868934482,38.2498752792465,CHESTNUT,LIBERTY,KY-864,15.84,KYTC,1
-85.7650313932273,38.2466755971014,BROADWAY,8TH,US 150,2.015,KYTC,1
-85.730702932205,38.24851087443,BAXTER,LEXINGTON,US-31E,16.3,KYTC,1
-85.7377932913274,38.2545787977785,MAIN,SHELBY,US 31W,16.982,KYTC,1
-85.7560370215744,38.2498508807662,GUTHRIE,3RD,KY-1020,12.37,METRO,1
-85.760293587198,38.249216599193,ARMORY,CHESTNUT,,,METRO,1
-85.6909668403607,38.2031649965036,GARDINER,NEWBURG,KY-1703,2.4,KYTC,1
-85.6834887975917,38.1989310212778,MEADOWCREEK,NEWBURG,KY-1703,1.89,KYTC,1
-85.6891914900806,38.2238634969347,BARDSTOWN,WROCKLAGE,US-31E,13.387,KYTC,1
-85.6847080410047,38.2230110125313,BARDSTOWN,TAYLORSVILLE,US-31E,13.126,KYTC,1
-85.7242756835629,38.2402693432561,BAXTER,HIGHLAND,US-31E,15.653,KYTC,1
-85.722897213908,38.2410442189552,CHEROKEE,HIGHLAND,,,METRO,1
-85.716302903747,38.2302708527325,BAXTER,CASTLEWOOD,KY-1703,4.871,KYTC,1
-85.7443798722754,38.2403191561376,BRECKINRIDGE,HANCOCK,,,METRO,1
-85.7423615361952,38.2401091234555,BRECKINRIDGE,CLAY,,,METRO,1
-85.7403384672889,38.2399011762162,BRECKINRIDGE,SHELBY,KY-864,15.156,KYTC,1
-85.744887469045,38.2373613398601,HANCOCK,KENTUCKY,,,METRO,1
-85.7387503510765,38.2491063145528,SHELBY,MUHAMMAD ALI,,,METRO,1
-85.7367377045167,38.2488875304795,CAMPBELL,MUHAMMAD ALI,,,METRO,1
-85.7518332594476,38.2482843118132,BROOK,CHESTNUT,,,METRO,1
-85.7531392154097,38.2471056229109,1ST,GRAY,,,METRO,1
-85.7496851225407,38.24544727949,BROADWAY,FLOYD,US 150,2.845,KYTC,1
-85.7438461876756,38.2552384212071,JACKSON,MAIN,US 31W,17.343,KYTC,1
-85.7454652857117,38.2577397311824,PRESTON,RIVER,,,METRO,1
-85.7128149531934,38.2555512019655,FRANKFORT,HALDEMAN,US-60,0.382,KYTC,1
-85.7828145691535,38.2221747116929,ALGONQUIN,16TH,KY-2054,2.17,KYTC,1
-85.7647254435518,38.2377248219708,ST CATHERINE,7TH,,,METRO,1
-85.7551244294268,38.2550539759711,MARKET,3RD,US 31W,21.944,KYTC,1
-85.756570314401,38.2566299466582,W MAIN ST,N 4TH ST,US 31W,21.932,KYTC,1
-85.7617413473045,38.2557764673398,MARKET,7TH,US 31W,21.574,KYTC,1
-85.7555005654007,38.2528899647386,LIBERTY,3RD,KY-1020,12.581,METRO,1
-85.7624598811642,38.251687595603,7TH,MUHAMMAD ALI,,,METRO,1
-85.7558432041105,38.250959138549,3RD,MUHAMMAD ALI,KY-1020,12.447,METRO,1
-85.7533443866858,38.2562816997453,MAIN ST,S 2ND ST,US 31W,17.887,KYTC,1
-85.7478919802882,38.2556788915257,E MAIN ST,FLOYD ST,US 31W,17.587,KYTC,1
-85.7538059176815,38.2534922597708,JEFFERSON,2ND,KY-1020,12.627,KYTC,1
-85.7485127053399,38.2521500844963,FLOYD,LIBERTY,,,METRO,1
-85.7465847730206,38.2513368194221,LIBERTY,PRESTON,KY-61,12.79,KYTC,1
-85.7714256147702,38.2582651011684,MAIN,13TH,US 31W,21.117,KYTC,1
-85.7825384367732,38.2683960973581,PORTLAND,22ND,US-150,0.125,KYTC,1
-85.7838066148195,38.1866512103689,TAYLOR,I 264 RAMP,KY-1865,5.53,KYTC,1
-85.729667785161,38.1947102747448,BELMAR,PRESTON,KY-61,8.54,KYTC,1
-85.7394264165023,38.1936602638108,PHILLIPS,STANDIFORD FIELD,I-65,0.772,KYTC,1
-85.7208853947629,38.1824291532832,STANDIFORD,PRESTON,KY-61,7.568,KYTC,1
-85.7213893427687,38.1768572667174,TWIN SPIRES,HERCULES,,,METRO,1
-85.7677283145564,38.1730632448191,KINGSTON,3RD,,,METRO,1
-85.6803122841187,38.1653331062817,NAOMI,POPLAR LEVEL,KY-864,8.72,KYTC,1
-85.7748925619561,38.1441195202245,SHOREWOOD,3RD STREET,KY-1865,2.56,KYTC,1
-85.6902359589471,38.1447714366442,MINOR,PRESTON,KY-61,4.43,KYTC,1
-85.6804535715745,38.1382116503552,OUTER,NOLTEMEYER WYNDE,KY-1065,6.41,KYTC,1
-85.6760543326518,38.1139543674648,GLEN ROSE,PRESTON,KY-61,2.13,KYTC,1
-85.7832661387833,38.1796073047272,BLUEGRASS,TAYLOR,KY-1865,5.03,KYTC,1
-85.7149959590363,38.1158026352512,MINOR,SOUTH PARK,,,METRO,1
-85.6894939124822,38.1163494861298,BLUE LICK,SOUTH PARK,KY-1450,2.17,KYTC,1
-85.7975510337527,38.1703766547417,HAZELWOOD,MANSLICK,KY-1931,6.593,KYTC,1
-85.7144295880607,38.1573110855347,FERN VALLEY,SIGNATURE,KY-1747,0.97,KYTC,1
-85.7646808477585,38.1581242470601,STRAWBERRY,THALIA,KY-1020,6.09,KYTC,1
-85.7791763257403,38.1616255075886,KENWOOD,KNOLL GATE,KY-1865,3.775,KYTC,1
-85.7674231768064,38.1852381320854,ASHLAND,SOUTHERN,KY-1020,8.007,KYTC,1
-85.8080205718338,38.1920406776661,CRUMS,DIXIE, US-31W,15.34,KYTC,1
-85.8357893461156,38.1533745923258,DIXIE,KERRICK, US-31W,12.3,KYTC,1
-85.8354573143122,38.1542078025988,DIXIE,KERRICK, US-31W,12.3,KYTC,1
-85.8362834996434,38.1521718262371,DIXIE,KERRICK, US-31W,12.14,KYTC,1
-85.8352350556059,38.1152348863989,PAGES,3RD STREET,KY-907,2.1,KYTC,1
-85.8349392521666,38.1072607466491,SILVERWOOD,STONESTREET,,,METRO,1
-85.8613956119964,38.1056883044639,VALLEY STATION,RENAISSANCE VALLEY,KY-907,0.32,KYTC,1
-85.8816471079844,38.1611622503945,GREENBELT,RIVERPORT,KY-1934,5.5,KYTC,1
-85.8760176083615,38.1701854676881,LOWER HUNTERS,GREENBELT,KY-1934,6.2,KYTC,1
-85.8478557555629,38.1301768905713,DIXIE,PAGES, US-31W,10.5,KYTC,1
-85.6129677857424,38.1628668889645,WATTERSON,HURSTBOURNE,KY-1747,6.847,KYTC,1
-85.7645170432031,38.2015820429909,SOUTHERN,HARLAN,KY-1020,9.15,KYTC,1
-85.6221158165552,38.219658111826,GOODWILL,TAYLORSVILLE,KY-155,13.123,KYTC,1
-85.7548988000918,38.2158662986266,I 65 RAMP,UNIVERSITY,,,METRO,1
-85.7986093320999,38.2303321420719,CYPRESS,HILL,,,METRO,1
-85.709323306285,38.2319999324015,BARDSTOWN,EASTERN,US-31E,14.626,KYTC,1
-85.7204359795869,38.2265222701031,BARRET,EASTERN,US-60,6.104,KYTC,1
-85.7000916277688,38.2478426072171,GRINSTEAD,I 64 RAMP,I-64,8.072,KYTC,1
-85.7077865082212,38.216987045063,NEWBURG,BELLARMINE,KY-1703,3.85,KYTC,1
-85.7571178424595,38.2031267990526,CENTRAL,FLOYD,,,METRO,1
-85.7357739777715,38.2543605917677,CAMPBELL,MAIN,US 31W,16.919,KYTC,1
-85.7325559088266,38.2525957523572,BAXTER,MARKET,US 31W,16.635,KYTC,1
-85.7339267970288,38.262563869535,I 64 WEST,I 64 RAMP,,,METRO,3
-85.761192019323,38.2493168920326,CHESTNUT,6TH,,,METRO,1
-85.75787724146,38.2489523296472,CHESTNUT,4TH,,,METRO,1
-85.6859580814534,38.2008344278998,BISHOP,NEWBURG,KY-1703,2.09,KYTC,1
-85.7431151123234,38.2145988963356,EASTERN,PRESTON,KY-61,4.549,KYTC,1
-85.7990731445227,38.1967511906579,BERRY,MANSLICK,US-60,0.588,KYTC,1
-85.6842809387856,38.2545890729853,FRANKFORT,HILLCREST,US-60,1.979,KYTC,1
-85.7176792382546,38.2381497074861,CHEROKEE,PATTERSON,,,METRO,1
-85.746103454278,38.2540711594498,MARKET,PRESTON,US 31W,17.375,KYTC,1
-85.7448010062114,38.2497633370199,JACKSON,MUHAMMAD ALI,KY-61,12.611,KYTC,1
-85.75148311846,38.2469298747813,BROOK,GRAY,,,METRO,1
-85.7391317082625,38.2469201513984,CHESTNUT,SHELBY,,,METRO,1
-85.7104710082252,38.2595157102659,BROWNSBORO,HALDEMAN,US-42,1.368,KYTC,1
-85.7679059184632,38.2403917120252,KENTUCKY,9TH,,,METRO,1
-85.7628504254185,38.2398816938577,KENTUCKY,6TH,,,METRO,1
-85.75487037815,38.256450346443,MAIN,3RD,US 31W,22.02,KYTC,1
-85.7598387088948,38.2569875115217,MAIN,6TH,US 31W,21.75,KYTC,1
-85.7570188315477,38.2538433724363,4TH,JEFFERSON,,,METRO,1
-85.7638364522096,38.2534423752072,8TH,LIBERTY,,,METRO,1
-85.7481354093604,38.2542888533872,FLOYD,MARKET,US 31W,17.487,KYTC,1
-85.748379349324,38.2529029274155,FLOYD,JEFFERSON,,,METRO,1
-85.7700107988734,38.2566931969309,MARKET,12TH,US 31W,21.1,KYTC,1
-85.7667043469868,38.2563288578681,MARKET,10TH,US 31W,21.282,KYTC,1
-85.7659874322943,38.2498497624555,CHESTNUT,ROY WILKINS,,,METRO,1
-85.7644998759508,38.2496818796356,CHESTNUT,8TH,,,METRO,1
